Day,Date,Volume,Substrate:Inoculum,Location,Code,Inoculum,Foaming,Substrate,Replicate,pH,CH4_Yield_VS_added,CH4_Yield_VS_des,CH4_Yield_TCOD_added,TS,VS,CONDUCTIVITY,TCOD,SCOD,SCOD:TCOD,TKN,TN,INORGN,OrgN,TVFA,TALK,TANNIC,SULFATE,TAN,TP,FE,NI,CU,OP,OP:TP,TVFA.TALK,TAN:TKN,TCOD:TKN,TCOD:TN:TP,TCOD:SULFATE,FS.TS,VS.TS,FE(II).S,Fe(II):TP,HRTcrit,um,Kchen,K1,K2,Kt,T80,T90,lag,FoamPotential,CODremoved,SRBCOD,MethCOD,H2S_yield_gVSadded,H2S_yield_gVSdes,H2S_yield_gTCODadded,R^2_adj_Chen,R^2_adj_1st,R^2_adj_2nd,R^2_adj_Gompertz,HRTcrit_avg,um_avg,Kchen_avg,K1_avg,K2_avg,Kt_avg,T80_avg,T90_avg,lag_avg,K1_avg,K2_avg,R^2_adj_avg_Chen,R^2_adj_avg_1st,R^2_adj_avg_2nd,R^2_adj_avg_Gompertz,R^2_adj_avg_1stmod,B_pred_avg_Chen,B_pred_avg_1st,B_pred_avg_2nd,B_pred_avg_Gompertz,B_pred_avg_1stmod,B_R^2_adj_avg_pred_Chen,B_R^2_adj_avg_pred_1stmod,B_R^2_adj_avg_pred_1st,B_R^2_adj_avg_B_avg_pred_2nd,B_R^2_adj_pred_avg_Gompertz,B_R^2_adj_pred_avg_1stmod
Zero,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WMID(10),A,6.96,40.51988365,48.09311129,20.30387957,7.678620333,4.849744884,1.024406128,9.6785,1.2115,0.125174356,0.1621,0.1677,0.00568,0.014144658,0.531,0.6596,0.278946667,0.583066667,0.27799,1.2544,0.0047946,0.00030985,0.000403833,0.11,0.087691327,0.805033354,1.714929056,59.70697101,46.00859239,16.59930254,0.36840934,0.63159066,0.014144658,0.006500172,1.348419174,0.741609152,0.945447669,0.1907,0.0323,0.305147059,11.63095273,15.17308782,0.288928088,61.89501535,0.89182208,0.034714332,0.857107747,0.005690259,0.006753777,0.0028513,0.939444444,0.9202375,0.875164706,0.8840125,0.9219,1.084716347,1.507538779,0.1231,-0.0353,0.068548387,29.67062896,30.98337689,1.754568368,NA,NA,0.888107692,0.945571429,0.92775,0.896909091,NA,54.22103419,46.89621689,47.11511913,195.4352214,44.62974499,0.148343867,0.525804703,0.744970157,0.698969365,0.965140223,0.525804703
Zero,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WMID(10),B,7.03,48.73960633,48.73960633,24.42265397,7.678620333,4.849744884,1.024406128,9.6785,1.2115,0.125174356,0.1621,0.1677,0.00568,0.014144658,0.531,0.6596,0.278946667,0.583066667,0.27799,1.2544,0.0047946,0.00030985,0.000403833,0.11,0.087691327,0.805033354,1.714929056,59.70697101,46.00859239,16.59930254,0.36840934,0.63159066,0.014144658,0.006500172,3.386575513,0.295283538,0.61173304,0.0993,-0.0461,0.08045977,29.19940081,29.86712465,1.465151515,118.4547507,0.85958568,0.033440581,0.826145098,0.001373078,0.001373078,0.000688028,0.733226667,0.905071429,0.900682353,0.875830769,0.9219,1.084716347,1.507538779,0.1231,-0.0353,0.068548387,29.67062896,30.98337689,1.754568368,NA,NA,0.888107692,0.945571429,0.92775,0.896909091,NA,54.22103419,46.89621689,47.11511913,195.4352214,44.62974499,0.148343867,0.525804703,0.744970157,0.698969365,0.965140223,0.525804703
Final,6/5/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,A,7.66,11.01819197,85.36100138,5.9561006,88.62012989,70.40064313,6.905021471,123.355,42.4,0.3437234,3.598,3.669,0.0709,0.001718961,19.482,7.382,1.5887,5.944,2.6359,6.04679,0.00594,0.005534,0.005885,4.4,1,1.414137974,1.183648251,97.76783263,45.51871572,21.44775606,0.205590838,0.794409162,0.001718961,0.001670591,3.788358892,0.263966543,0.223643602,0.1486,0.0011,0.113846154,13.50534544,27.91999902,1.080784617,34.31869667,0.175081034,0.004606432,0.170474602,0.001986543,0.015390298,0.001073865,0.73155,0.966958333,0.966958333,0.937215385,2.31631469,0.431720269,0.959466667,0.1141,0.0001,0.068548387,7.856980249,23.16073419,4.251437088,-0.07316,0.97571,0.959466667,0.889493333,0.950186667,0.83329375,0.8261253,8.961431116,9.914217098,10.19449452,8.598428982,9.914217807,0.906865994,0.802710792,0.802710822,0.784347157,0.966628152,0.802710792
Final,6/5/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,B,7.1,8.63018023,40.79760581,4.665213839,81.15568846,63.73511682,6.980260089,241.346,46.4,0.192255103,3.603,3.63,0.0268,0.001759744,18.684,5.512,1.0995,5.513,2.4491,5.83404,0.00564,0.006204,0.004985,4,1,1.414137974,1.183648251,97.76783263,45.51871572,21.44775606,0.214656199,0.785343801,0.001759744,0.001644062,-1.891891892,-0.528571429,-1.904761905,0.275,-0.0776,0.168831169,11.55929953,29.40165029,0.741335587,28.2551025,-0.613966947,0.00653754,-0.620504488,0.004356167,0.020592985,0.002354812,0.826107143,0.888945455,0.7215625,0.897781818,2.31631469,0.431720269,0.959466667,0.1141,0.0001,0.068548387,7.856980249,23.16073419,4.251437088,-0.07316,0.97571,0.959466667,0.889493333,0.950186667,0.83329375,0.8261253,8.961431116,9.914217098,10.19449452,8.598428982,9.914217807,0.906865994,0.802710792,0.802710822,0.784347157,0.966628152,0.802710792
Final,6/5/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WEFFL(10) ,C,7.79,6.771025667,25.43027443,3.660211236,76.19641749,59.31168559,6.954733503,210.233835,37.4,0.17789715,3.757,3.826,0.069,0.001010542,18.952,12.107,3.6611,5.481,2.8083,7.548,0.00322,0.006204,0.003275,3.2,1,1.414137974,1.183648251,97.76783263,45.51871572,21.44775606,0.221594826,0.778405174,0.001010542,0.000725492,1.538137488,0.65013694,0.11178805,0.4958,0.0421,1.263888889,4.301355187,5.675000958,0.901392477,24.87490482,-0.405908782,0.006680917,-0.412589699,0.002568992,0.009648489,0.001388719,0.484125,0.69016,0.913917647,0.79204,2.31631469,0.431720269,0.959466667,0.1141,0.0001,0.068548387,7.856980249,23.16073419,4.251437088,-0.07316,0.97571,0.959466667,0.889493333,0.950186667,0.83329375,0.8261253,8.961431116,9.914217098,10.19449452,8.598428982,9.914217807,0.906865994,0.802710792,0.802710822,0.784347157,0.966628152,0.802710792
Final,6/5/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,A,8.38,6.734731404,74.0970959,3.57915205,92.88659634,73.65056529,6.988218793,150.697,40.8,0.270741952,3.806,3.818,0.0119,0.001433432,18.769,8.957,2.9583,5.868,2.7682,6.9327,0.00489,0.004324,0.004035,3.6,1,1.530422894,1.207889655,105.1313103,50.20706573,21.81345188,0.20709157,0.79290843,0.001433432,0.001199541,1.72394095,0.580066272,0.18615734,0.2401,0.0799,0.168831169,19.41784079,29.81753481,0.890501252,33.78186481,0.011436601,0.004924191,0.00651241,0.003766129,0.041435832,0.002001497,0.903890909,0.8819,0.913917647,0.87715,3.633772572,0.275196089,0.13430751,0.164,0.0857,0.113846154,26.5891327,31.03023819,3.055198973,0.02333,18.21816,0.663784615,0.903723077,0.86025,0.872275,0.5722337,4.861165994,4.491459887,4.678966892,4.491459866,4.491459866,0.476889739,0.895777233,0.895777231,0.871050643,0.929737865,0.895777233
Final,6/5/2018,1000,90/10,Digester B,IW,Yes,Yes,EQ(90)+WMID(10) ,C,7.31,1.795753621,29.80444879,0.954347674,95.36506774,76.13278749,6.753974673,159.559,40.7,0.255078059,5.261,5.382,0.12,0.008543254,19.042,11.368,2.2069,4.2,2.5231,6.39834,0.02086,0.003664,0.002035,3.6,1,1.530422894,1.207889655,105.1313103,50.20706573,21.81345188,0.201670074,0.798329926,0.008543254,0.005544413,1.72394095,0.580066272,0.18615734,0.2401,0.0799,0.168831169,19.41784079,29.81753481,0.890501252,33.78186481,0.011436601,0.004924191,0.00651241,0.003766129,0.041435832,0.002001497,0.903890909,0.8819,0.913917647,0.87715,3.633772572,0.275196089,0.13430751,0.164,0.0857,0.113846154,26.5891327,31.03023819,3.055198973,0.02333,18.21816,0.663784615,0.903723077,0.86025,0.872275,0.5722337,4.861165994,4.491459887,4.678966892,4.491459866,4.491459866,0.476889739,0.895777233,0.895777231,0.871050643,0.929737865,0.895777233
Final,6/5/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),A,8,28.31590337,179.8579979,19.52243804,58.71653984,39.35069025,7.580400632,105.353,17.737,0.168357807,2.133,2.247,0.114,0.009942426,6.601,15.971,4.95,4.82,4.2073,6.51344,0.02786,0.002444,0.002355,1.6,0.388121946,0.512508544,1.394619205,15.46551803,6.353951532,11.95130558,0.329819326,0.670180674,0.009942426,0.0072741,3.650787402,0.273913512,1.078399655,0.0745,0.1222,0.137681159,22.82315661,29.09173168,1.788537008,95.36009522,-0.555255388,0.008387363,-0.563642752,1.60468219,0.468191667,0.698145455,0.2476,0.75625,0,0,8.534519573,0.117171212,0.092662089,0.935,0.0746,0.050793651,26.82950267,31.0497653,2.153876883,-0.02121,1.03245,0.228053333,0.700433333,0.863411765,0.228053333,0.9566209,0.228053333,52.26885609,52.48998025,51.74067047,52.26885609,0.990586638,0.349029305,0.990070978,0.987205977,0.98365749,0.990070978
Final,6/5/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),B,8.29,61.05590416,383.060949,42.09507606,57.61457672,39.25939651,7.259326354,95.025,9.6,0.101026046,3.397,3.524,0.128,0.001054134,6.721,16.374,3.7983,4.21,4.1644,6.85724,0.00258,0.003134,0.002235,1.6,0.388121946,0.512508544,1.394619205,15.46551803,6.353951532,11.95130558,0.318585699,0.681414301,0.001054134,0.000639851,7.537237237,0.132674609,0.398422248,0.0655,-0.0281,0.095238095,26.48445837,27.61333161,3.67217695,93.23722271,-0.40279008,0.014420726,-0.417210806,0.00159696,0.01001923,0.001101026,0.204717647,0.631952941,0.91245,0.7991875,8.534519573,0.117171212,0.092662089,0.935,0.0746,0.050793651,26.82950267,31.0497653,2.153876883,-0.02121,1.03245,0.228053333,0.700433333,0.863411765,0.228053333,0.9566209,0.228053333,52.26885609,52.48998025,51.74067047,52.26885609,0.990586638,0.349029305,0.990070978,0.987205977,0.98365749,0.990070978
Final,6/5/2018,1000,0/100,Digester B,EFFL,Yes,Yes,WEFFL(100),C,8.12,76.97530479,563.6714703,53.07072844,59.65115187,40.32558668,8.784219122,67.84,19.988,0.294634434,2.86,2.978,0.118,0.000791017,7.648,11.705,3.588,6.241,3.7171,4.92054,0.00287,0.003454,0.003255,1.6,0.388121946,0.512508544,1.394619205,15.46551803,6.353951532,11.95130558,0.323976396,0.676023604,0.000791017,0.000991922,7.580315818,0.131920625,0.179581575,0.085,0.0478,0.050793651,24.38631099,30.58411551,0.302718613,87.29544973,-0.001476233,-0.005667405,0.004191172,0.001553935,0.011379087,0.001071362,0.337427778,0.791325,0.868705882,0.875270588,8.534519573,0.117171212,0.092662089,0.935,0.0746,0.050793651,26.82950267,31.0497653,2.153876883,-0.02121,1.03245,0.228053333,0.700433333,0.863411765,0.228053333,0.9566209,0.228053333,52.26885609,52.48998025,51.74067047,52.26885609,0.990586638,0.349029305,0.990070978,0.987205977,0.98365749,0.990070978
Final,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WEFFL(10),A,7.71,21.48974689,27.08943465,14.81613518,1.557058562,0.965412002,1.727747456,1.16,2.984,2.572413793,0.209,0.245,0.0369,0,0.521,0.525,0.0783,0.117,0.12244,0.45493,0,0.000319,0.000084,0.01,0.388121946,0.512508544,1.394619205,15.46551803,63.53951532,11.95130558,0.379977076,0.620022924,0,0,2.347639485,0.425959781,2.285191956,0.0662,0.0603,0.095238095,28.18890414,28.87632013,2.436263876,141.9396695,0.828757012,0.044488633,0.784268379,0.002439984,0.003075782,0.00168225,0.745428571,0.864366667,0.908892308,0.849661538,3.030859049,0.329939461,1.375894331,0.0943,-0.1846,0.095238095,28.85313772,30.92400992,0.676636569,-0.06289,2.63585,0.373535714,0.932285714,-0.071246429,0.951345455,0.8426606,18.13094195,19.81286976,20.09311759,39.62689923,18.13403238,0.983074573,0.42383224,0.982878993,0.975812739,0.91908418,0.42383224
Final,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WEFFL(10),B,7.46,14.77831787,18.35269158,10.18893133,1.638916605,0.909596989,1.94075958,1.573,2.984,1.897012079,0.232,0.246,0.0138,0,0.524,0.752,0.3658,0.113,0.14072,2.03284,0,0.000147,0.000084,0.024,0.388121946,0.512508544,1.394619205,15.46551803,63.53951532,11.95130558,0.445001054,0.554998946,0,0,0.453394209,2.205586175,0.414404708,0.0803,-0.0338,0.236842105,15.05549883,18.77694823,2.543112513,80.23391718,0.767788603,0.044884263,0.72290434,0.004473961,0.00555606,0.003084578,0.76405,0.864366667,0.908892308,0.845666667,3.030859049,0.329939461,1.375894331,0.0943,-0.1846,0.095238095,28.85313772,30.92400992,0.676636569,-0.06289,2.63585,0.373535714,0.932285714,-0.071246429,0.951345455,0.8426606,18.13094195,19.81286976,20.09311759,39.62689923,18.13403238,0.983074573,0.42383224,0.982878993,0.975812739,0.91908418,0.42383224
Final,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WMID(10),A,7.55,40.51988365,48.09311129,20.30387957,1.484944727,0.763689872,2.171176575,1.047,2.483,2.371537727,0.299,0.339,0.0406,0.024663459,0.222,0.889,0.067,0.0816,0.21722,0.98215,0.00117,0.000102,0.000179,0.4,0.087691327,0.805033354,1.714929056,59.70697101,46.00859239,16.59930254,0.485711584,0.514288416,0.024663459,0.002025893,1.348419174,0.741609152,0.945447669,0.1907,0.0323,0.305147059,11.63095273,15.17308782,0.288928088,61.89501535,0.89182208,0.034714332,0.857107747,0.005690259,0.006753777,0.0028513,0.939444444,0.9202375,0.875164706,0.8840125,0.9219,1.084716347,1.507538779,0.1231,-0.0353,0.068548387,29.67062896,30.98337689,1.754568368,NA,NA,0.888107692,0.945571429,0.92775,0.896909091,NA,54.22103419,46.89621689,47.11511913,195.4352214,44.62974499,0.148343867,0.525804703,0.744970157,0.698969365,0.965140223,0.525804703
Final,6/5/2018,1000,0/10,Digester B,EFFL,Yes,Yes,WMID(10),B,7.75,48.73960633,48.73960633,24.42265397,1.789290548,0.926900113,2.197676837,1.359,2.833,2.084621045,0.3,0.346,0.0456,0.021157454,0.218,0.714,0.0474,0.1,0.18939,0.88617,0.00123,0.000231,0.000232,0.4,0.087691327,0.805033354,1.714929056,59.70697101,46.00859239,16.59930254,0.481973392,0.518026608,0.021157454,0.00236046,3.386575513,0.295283538,0.61173304,0.0993,-0.0461,0.08045977,29.19940081,29.86712465,1.465151515,118.4547507,0.85958568,0.033440581,0.826145098,0.001373078,0.001373078,0.000688028,0.733226667,0.905071429,0.900682353,0.875830769,0.9219,1.084716347,1.507538779,0.1231,-0.0353,0.068548387,29.67062896,30.98337689,1.754568368,NA,NA,0.888107692,0.945571429,0.92775,0.896909091,NA,54.22103419,46.89621689,47.11511913,195.4352214,44.62974499,0.148343867,0.525804703,0.744970157,0.698969365,0.965140223,0.525804703
